topic,term,beta
7,16,1.1039544187572682e-47
8,16,2.497332776247329e-33
9,16,3.5185632635170167e-28
10,16,9.987551483337599e-50
1,simple,1.4477575239066604e-53
2,simple,6.662689151528107e-5
3,simple,4.873872526326733e-41
4,simple,2.3928586075932465e-31
5,simple,1.1275018674294179e-90
6,simple,6.344450023298688e-5
7,simple,4.0212047707468327e-87
8,simple,4.841923711692692e-22
9,simple,2.5315309376030688e-20
10,simple,7.130452988160024e-46
1,canitas,3.369488142091747e-96
2,canitas,7.545340259666503e-96
3,canitas,3.424760464154164e-91
4,canitas,1.4846593475197222e-25
5,canitas,2.0232201635790557e-73
6,canitas,4.229827837655582e-5
7,canitas,7.729570599994225e-16
8,canitas,2.0041359384694313e-71
9,canitas,1.604659661282645e-11
10,canitas,1.4833016355998816e-99
1,cheesembeef,3.6040771652180263e-110
2,cheesembeef,6.879276086118766e-109
3,cheesembeef,4.96361995444314e-96
4,cheesembeef,1.4447996753891455e-112
5,cheesembeef,1.1270172438948669e-89
6,cheesembeef,2.1149143266384518e-5
7,cheesembeef,8.46140806609261e-33
8,cheesembeef,9.593778979926332e-102
9,cheesembeef,4.6185176920365677e-23
10,cheesembeef,5.3862779656447045e-108
1,pepita,2.814445618581755e-113
2,pepita,2.1129378806248714e-108
3,pepita,1.0399863641109131e-4
4,pepita,1.2946644396587207e-6
5,pepita,1.5997428829235735e-75
6,pepita,1.615003156489901e-35
7,pepita,1.2690684949269462e-9
8,pepita,5.213199277327024e-102
9,pepita,1.0891507311768775e-22
10,pepita,1.0032972107694702e-67
1,picked,1.622005502862626e-38
2,picked,3.6043526635535806e-88
3,picked,1.0522898998749319e-4
4,picked,3.854782039280148e-15
5,picked,9.769173191741732e-80
6,picked,7.068035571463343e-39
7,picked,9.907192643534267e-67
8,picked,2.6867766302925077e-37
9,picked,1.714994071099585e-91
10,picked,1.5804456038740614e-80
1,cocked,2.11116139871034e-51
2,cocked,3.8997798275426663e-103
3,cocked,1.1833752120152813e-32
4,cocked,9.467949933280936e-27
5,cocked,3.268791496372982e-11
6,cocked,2.1149135010901395e-5
7,cocked,4.134004533551429e-87
8,cocked,1.7502553301255425e-105
9,cocked,1.0243686088753564e-99
10,cocked,1.3302386591213223e-119
1,sot,7.389292922927101e-54
2,sot,2.5145826523976396e-105
3,sot,1.171168164757203e-33
4,sot,4.076028197955033e-28
5,sot,5.71351104441143e-12
6,sot,2.114914182341107e-5
7,sot,1.2294185871783793e-88
8,sot,7.874380748230125e-107
9,sot,1.2266894284083184e-101
10,sot,5.071904929820847e-121
1,kofta,4.21010600390927e-91
2,kofta,2.5258749323319576e-87
3,kofta,6.000183877668302e-95
4,kofta,6.533001022981067e-73
5,kofta,7.230488782769255e-81
6,kofta,1.0486643098967558e-33
7,kofta,1.7596172178685968e-71
8,kofta,2.5460104790435653e-87
9,kofta,4.1610102411637625e-5
10,kofta,1.0516549332484652e-100
1,cualquler,3.482219307996336e-103
2,cualquler,8.64201814153884e-98
3,cualquler,6.472629362579826e-12
4,cualquler,5.971020528297541e-26
5,cualquler,2.0596022670328287e-77
6,cualquler,5.54179685163125e-16
7,cualquler,6.697170245909655e-82
8,cualquler,1.6356627555320059e-96
9,cualquler,4.161009473224195e-5
10,cualquler,4.059128837669726e-102
1,loma,7.028234023035474e-103
2,loma,1.500740944271417e-97
3,loma,2.2747185628104495e-11
4,loma,1.7082140444410455e-25
5,loma,2.2008546093934768e-76
6,loma,1.0622195179170862e-15
7,loma,2.0838966695559114e-81
8,loma,5.590224815941239e-96
9,loma,4.1610075425176104e-5
10,loma,9.581756130502305e-102
1,410,2.5090900903049478e-148
2,410,2.2526682162040555e-37
3,410,2.0888839732441964e-43
4,410,3.692764790416566e-5
5,410,3.4888780659128198e-43
6,410,3.9088641238810525e-35
7,410,6.512900099621259e-31
8,410,7.552663714288505e-27
9,410,4.333478993500335e-139
10,410,5.808933926694875e-134
1,430,2.3616922280329657e-148
2,430,8.05282775992995e-37
3,430,2.5517899351951687e-44
4,430,3.692764790416566e-5
5,430,5.0980622891606165e-43
6,430,5.607882900747092e-37
7,430,1.605951673637494e-31
8,430,1.903042747245058e-26
9,430,6.718199660242208e-139
10,430,1.201625466288682e-133
1,easy,8.784349044124827e-24
2,easy,2.8163055873504544e-29
3,easy,8.654430830448934e-5
4,easy,3.0833859009745777e-21
5,easy,2.6214079791685633e-68
6,easy,2.736268202455991e-66
7,easy,9.599077847363474e-5
8,easy,1.3994985510562634e-5
9,easy,1.4061310545124204e-37
10,easy,8.634852735885374e-59
1,saturday,3.722335847778167e-83
2,saturday,1.4550824714529185e-79
3,saturday,3.507592830237581e-5
4,saturday,4.228959971831784e-10
5,saturday,6.103091391949931e-76
6,saturday,2.315939090102347e-78
7,saturday,4.1087662998873025e-75
8,saturday,1.882345967373803e-78
9,saturday,3.760013380080074e-80
10,saturday,4.174422182045539e-95
1,sunday,9.467448001847676e-82
2,sunday,5.654725824585714e-79
3,sunday,3.5073589614071645e-5
4,sunday,2.885019550641036e-9
5,sunday,1.8166672392731345e-75
6,sunday,1.737406998933048e-77
7,sunday,4.204248887308142e-74
8,sunday,4.863773118109588e-77
9,sunday,8.642927560570926e-80
10,sunday,4.3895611538790365e-94
1,letteuce,3.7181731502265444e-73
2,letteuce,1.2345700502920739e-85
3,letteuce,6.742865332252775e-56
4,letteuce,7.640411186101183e-93
5,letteuce,8.374087721258997e-5
6,letteuce,7.762584724484645e-17
7,letteuce,5.691465218708478e-72
8,letteuce,3.8543723670455937e-84
9,letteuce,1.0000012582484157e-91
10,letteuce,7.540630201155145e-35
1,panini,3.5157177290653557e-68
2,panini,2.1063535512004835e-76
3,panini,3.7946925322877297e-53
4,panini,1.991032503031432e-30
5,panini,8.37416085587491e-5
6,panini,2.5504253459823705e-9
7,panini,3.312710763360528e-66
8,panini,5.62505287242539e-5
9,panini,1.0334476948731716e-83
10,panini,1.0911097387454218e-33
1,masa,1.0774887303483453e-92
2,masa,1.0039487303568153e-91
3,masa,3.5075644965572024e-5
4,masa,1.1942619749053065e-90
5,masa,1.2150114488490211e-30
6,masa,2.1149556303578104e-5
7,masa,3.55916803834606e-26
8,masa,1.5769032135487056e-85
9,masa,5.219008008598211e-38
10,masa,3.6732803422329373e-28
1,dished,3.8899199347301747e-101
2,dished,1.0844230457511737e-95
3,dished,1.2770092264517253e-81
4,dished,6.019356391084441e-20
5,dished,1.1783482341036082e-80
6,dished,2.112505645634592e-5
7,dished,4.094280204680974e-38
8,dished,6.407214838655185e-8
9,dished,4.280801745151999e-113
10,dished,2.2431150256930963e-112
1,aleppo,8.173300957966072e-91
2,aleppo,1.6411746255555955e-87
3,aleppo,7.015265999300242e-5
4,aleppo,1.0653255334875528e-15
5,aleppo,3.1709827975595823e-77
6,aleppo,3.0703258058803344e-98
7,aleppo,1.5679214316097637e-65
8,aleppo,1.423957297355921e-16
9,aleppo,4.879182718315577e-94
10,aleppo,1.7145745907025995e-102
1,jalepeno,1.7655815127232276e-69
2,jalepeno,7.389318166447955e-76
3,jalepeno,3.507722441582012e-5
4,jalepeno,2.101892917785478e-6
5,jalepeno,3.179561939104941e-13
6,jalepeno,5.417050963221911e-81
7,jalepeno,7.64561122604827e-69
8,jalepeno,5.305421922284448e-5
9,jalepeno,2.2856419545608448e-38
10,jalepeno,2.424800375340814e-90
1,camaron,7.332862045831605e-70
2,camaron,4.751367268750267e-53
3,camaron,1.2523490530066446e-4
4,camaron,8.53650876179894e-21
5,camaron,4.3015465913129107e-23
6,camaron,3.0046238009539926e-5
7,camaron,2.751138164708668e-27
8,camaron,3.994623801340339e-45
9,camaron,3.7294388780976595e-7
10,camaron,1.031673550186743e-30
1,sasuage,2.068341726761648e-36
2,sasuage,3.4077929257807636e-100
3,sasuage,1.7458795229111255e-110
4,sasuage,1.0112523121399559e-107
5,sasuage,5.089021477300356e-35
6,sasuage,2.5410935967235714e-56
7,sasuage,4.781090949357887e-71
8,sasuage,5.625780431041072e-5
9,sasuage,4.326207956364326e-39
10,sasuage,1.9706847345908327e-44
1,oriental,4.932566296855794e-24
2,oriental,1.8361631771139608e-73
3,oriental,2.502823256650126e-16
4,oriental,1.2876448856919468e-43
5,oriental,8.58055653658675e-75
6,oriental,5.858341092615176e-89
7,oriental,6.580198853986848e-16
8,oriental,5.6257804309514214e-5
9,oriental,1.3824907618744214e-84
10,oriental,1.273203023044784e-80
1,vibe,1.4345641718125156e-24
2,vibe,1.1225669123552002e-73
3,vibe,2.7475003001892652e-17
4,vibe,1.7148015606337642e-43
5,vibe,2.490644856957021e-78
6,vibe,5.427608721081335e-90
7,vibe,2.3591738980850024e-16
8,vibe,5.625780431018917e-5
9,vibe,1.8892372539180562e-85
10,vibe,1.6256610598381604e-81
1,iv,2.562851164681185e-90
2,iv,5.598885588134377e-84
3,iv,5.375874056542798e-88
4,iv,5.05730737810423e-92
5,iv,4.022348884667985e-83
6,iv,1.3823964795312895e-34
7,iv,7.476376695608789e-5
8,iv,2.833973978582144e-33
9,iv,8.618701275024869e-94
10,iv,5.374427977837376e-94
1,feast,1.128051179748658e-15
2,feast,2.824860767179081e-74
3,feast,6.534553843232285e-62
4,feast,1.743462831425163e-66
5,feast,7.319441001869577e-77
6,feast,2.2191087334197583e-12
7,feast,4.778728301920841e-78
8,feast,5.6257798406316226e-5
9,feast,2.4418982665210153e-21
10,feast,9.700411251145437e-95
1,bangers,2.695364224711465e-7
2,bangers,1.8883220722113048e-73
3,bangers,6.797339163536526e-87
4,bangers,2.165385945833109e-37
5,bangers,1.0860326113296635e-55
6,bangers,2.1045549533800412e-5
7,bangers,2.1811264282851748e-75
8,bangers,4.060971816356344e-10
9,bangers,1.5329859268001161e-83
10,bangers,4.452037150774868e-93
1,brow,9.710506781525684e-50
2,brow,1.3303318718967536e-82
3,brow,3.507632999465427e-5
4,brow,7.920162092084908e-88
5,brow,8.724341924439023e-60
6,brow,1.4454658259674061e-15
7,brow,1.0414882878035484e-79
8,brow,4.449752566085726e-35
9,brow,1.7809621736059045e-86
10,brow,1.0533465892328383e-86
1,camilas,1.0212755067138188e-107
2,camilas,5.1307597502895105e-105
3,camilas,1.3944393532625566e-55
4,camilas,4.227001640452725e-94
5,camilas,4.488883766890115e-97
6,camilas,2.1149143266384518e-5
7,camilas,2.887557982463048e-51
8,camilas,2.2519017296142846e-90
9,camilas,1.6152898131248956e-102
10,camilas,1.1607309470601594e-26
1,jalapenos.served,1.1077773169137727e-108
2,jalapenos.served,2.8449333803153983e-105
3,jalapenos.served,4.987784724718518e-56
4,jalapenos.served,6.185092212920006e-94
5,jalapenos.served,2.0513310738743835e-98
6,jalapenos.served,2.1149143266384518e-5
7,jalapenos.served,4.747461639908553e-52
8,jalapenos.served,1.151419100304911e-90
9,jalapenos.served,9.66878371400936e-103
10,jalapenos.served,2.2125527028743733e-27
1,distinctive,1.176573575478234e-30
2,distinctive,7.350298765084783e-79
3,distinctive,6.078106187777595e-89
4,distinctive,2.297064345129764e-17
5,distinctive,2.9605257274827636e-69
6,distinctive,2.1149142851395884e-5
7,distinctive,1.0508027447083302e-12
8,distinctive,3.1315412972953035e-13
9,distinctive,6.955568455895201e-28
10,distinctive,2.3404481359693547e-95
1,servrd,1.5483640828419802e-31
2,servrd,5.41135135461458e-80
3,servrd,8.723478266895911e-90
4,servrd,5.1589741444980206e-18
5,servrd,5.2007855235552824e-70
6,servrd,2.1149143230195455e-5
7,servrd,7.583746124795401e-14
8,servrd,3.9191133324097526e-14
9,servrd,2.9736566383139337e-28
10,servrd,2.5611714243745956e-96
1,flap,3.4096475069523563e-95
2,flap,5.875825037919612e-93
3,flap,3.3427333793642856e-5
4,flap,6.428928484309191e-82
5,flap,1.5923670959286204e-21
6,flap,2.214339942016537e-5
7,flap,2.8928561286513133e-84
8,flap,3.8009959937360133e-92
9,flap,3.638167659231205e-29
10,flap,8.15522608868687e-105
1,complemented,1.8201508044383425e-80
2,complemented,1.0938701502430432e-110
3,complemented,5.52137697305241e-34
4,complemented,1.9168307112238557e-27
5,complemented,3.192577100465473e-28
6,complemented,2.1149143266384518e-5
7,complemented,4.96872682704201e-28
8,complemented,1.0329066323706901e-100
9,complemented,2.1053130352565276e-24
10,complemented,4.8879118616274726e-33
1,exquisitely,1.3087189984385936e-82
2,exquisitely,9.109035260143248e-114
3,exquisitely,4.592279804232145e-35
4,exquisitely,6.520377758228622e-30
5,exquisitely,3.878480152326385e-30
6,exquisitely,2.1149143266384518e-5
7,exquisitely,2.6921099172508032e-30
8,exquisitely,5.769943988686353e-103
9,exquisitely,4.595580190647665e-26
10,exquisitely,4.630974384217771e-34
1,heartwarming,4.269188173123328e-83
2,heartwarming,6.674834455884165e-114
3,heartwarming,8.730863540846375e-36
4,heartwarming,1.1772485524343025e-30
5,heartwarming,9.534968280120069e-31
6,heartwarming,2.1149143266384518e-5
7,heartwarming,1.0538091451439604e-30
8,heartwarming,6.261860577182185e-104
9,heartwarming,3.5016407863306503e-26
10,heartwarming,1.300054202539027e-34
1,offered,1.7218300223825556e-83
2,offered,2.1421450632116722e-113
3,offered,1.974762703632709e-36
4,offered,5.9411949250325025e-31
5,offered,6.407035787303375e-31
6,offered,2.1149143266384518e-5
7,offered,2.68955043772131e-31
8,offered,1.0915007897695488e-103
9,offered,7.754633004650648e-28
10,offered,1.859338158945716e-35
1,richly,6.4583048576032354e-83
2,richly,2.8749273843993104e-113
3,richly,2.823521416127124e-35
4,richly,4.232813132054674e-30
5,richly,8.065023393428631e-31
6,richly,2.1149143266384518e-5
7,richly,6.374285644178886e-31
8,richly,2.352369456186641e-104
9,richly,4.2212964401536906e-26
10,richly,1.9299648371035456e-34
1,withgrilled,9.32527047489323e-84
2,withgrilled,1.843298544863672e-113
3,withgrilled,3.845177893372007e-35
4,withgrilled,3.7123413931699936e-30
5,withgrilled,2.280019514686712e-30
6,withgrilled,2.1149143266384518e-5
7,withgrilled,4.629916968595664e-31
8,withgrilled,3.523654997228873e-103
9,withgrilled,4.0448383900105546e-26
10,withgrilled,2.2234298797039e-34
1,foiled,6.192663691216826e-115
2,foiled,1.858684603592372e-112
3,foiled,2.3001210909420555e-114
4,foiled,5.2677125516074926e-23
5,foiled,8.374087710473477e-5
6,foiled,2.7316917761010903e-14
7,foiled,1.881417896214571e-37
8,foiled,6.40990985586569e-20
9,foiled,2.163009325559892e-20
10,foiled,7.922081407911715e-104
1,elevated,1.586232093961801e-123
2,elevated,3.174965813641355e-105
3,elevated,4.730598439479853e-125
4,elevated,3.6927647903989866e-5
5,elevated,3.9869007675855004e-16
6,elevated,8.327034274538438e-45
7,elevated,9.617392163440197e-27
8,elevated,3.2937392907556454e-28
9,elevated,2.7970456775171977e-85
10,elevated,1.8326123268758495e-46
1,nirvana,7.094870875445958e-124
2,nirvana,1.59224997913877e-105
3,nirvana,1.450563261870821e-125
4,nirvana,3.6927647904152936e-5
5,nirvana,2.8757197539522237e-17
6,nirvana,1.8166719763022338e-46
7,nirvana,7.255206388282155e-30
8,nirvana,2.6029054203114337e-29
9,nirvana,2.039234029396083e-87
10,nirvana,1.8019723168322208e-48
1,mandarin,1.735213344418805e-86
2,mandarin,1.8378493241454414e-91
3,mandarin,3.507632999705158e-5
4,mandarin,1.3906034875840096e-111
5,mandarin,1.1787498483725518e-27
6,mandarin,3.9390569386306876e-51
7,mandarin,4.482032834482879e-53
8,mandarin,8.144665870856969e-111
9,mandarin,5.280511732986833e-30
10,mandarin,7.946808411080539e-116
1,brimstone,1.039036129038975e-21
2,brimstone,2.503874024063145e-19
3,brimstone,3.0026342759557034e-91
4,brimstone,1.0458825810484222e-24
5,brimstone,1.7475037516637268e-64
6,brimstone,5.839085486508575e-91
7,brimstone,1.9339064816823602e-72
8,brimstone,5.6257804310410524e-5
9,brimstone,1.0783912125695163e-88
10,brimstone,1.0487222416895696e-97
1,mountain,1.243927190667494e-28
2,mountain,5.53478920114074e-13
3,mountain,7.01526597026788e-5
4,mountain,3.5623857150738275e-45
5,mountain,6.667520945244151e-87
6,mountain,8.140842840899032e-26
7,mountain,2.4095269145649247e-84
8,mountain,1.9125441803651398e-33
9,mountain,1.5740407346957825e-77
10,mountain,4.869416424823552e-80
1,tradition,1.1258423481928327e-18
2,tradition,4.911830861623028e-15
3,tradition,1.1861675155580508e-7
4,tradition,6.0989082403149325e-84
5,tradition,3.0111627578826087e-80
6,tradition,4.222676700015578e-5
7,tradition,5.159993882109602e-23
8,tradition,1.553149896651841e-18
9,tradition,4.4114125098604164e-83
10,tradition,6.216881537633429e-34
1,cagefree,1.2661270246410116e-23
2,cagefree,5.9658886213912445e-71
3,cagefree,2.593128998723835e-49
4,cagefree,6.232889918974286e-37
5,cagefree,5.027724114876196e-87
6,cagefree,4.0891781022846246e-76
7,cagefree,5.688767824246617e-27
8,cagefree,4.500624344832859e-4
9,cagefree,5.208358030870269e-104
10,cagefree,6.884733589627975e-115
1,ready,3.6557095101309444e-98
2,ready,1.921376367203529e-93
3,ready,2.9147976440121485e-15
4,ready,1.939155813279023e-97
5,ready,7.905357165992021e-93
6,ready,5.173740074328255e-26
7,ready,1.9190674606098825e-18
8,ready,5.625780430573431e-5
9,ready,4.733018675582992e-89
10,ready,3.415616483251997e-108
1,equis,9.265072577259503e-109
2,equis,3.306408412711624e-109
3,equis,3.1053676248427375e-5
4,equis,2.5894946642743275e-36
5,equis,9.60364307388643e-6
6,equis,3.656157912310705e-49
7,equis,7.9574226527911695e-47
8,equis,2.2281940302857016e-107
9,equis,2.5524180236081555e-50
10,equis,3.4661398276520974e-48
1,larger,1.2312883497377286e-83
2,larger,1.1918297767492045e-65
3,larger,1.4978420346996697e-35
4,larger,2.683674301340859e-84
5,larger,2.4419580092323904e-81
6,larger,6.344742979915352e-5
7,larger,4.329428541018601e-83
8,larger,9.92531654882666e-82
9,larger,1.2831972771408946e-51
10,larger,1.288641610146874e-19
1,crisped,3.7082910843097265e-17
2,crisped,6.902244890189653e-5
3,crisped,5.825967291484567e-14
4,crisped,1.0944991788691852e-4
5,crisped,3.7659887244173363e-25
6,crisped,1.0875992416086484e-36
7,crisped,1.5394291642171635e-73
8,crisped,8.185205385286427e-73
9,crisped,4.6339116774299423e-76
10,crisped,1.0050341861559421e-75
1,dragon,2.90919518047843e-77
2,dragon,3.7552086876638677e-75
3,dragon,4.940231152739782e-8
4,dragon,7.380328605799859e-5
5,dragon,1.4152474948491564e-71
6,dragon,2.0640120300965864e-67
7,dragon,4.085898213132938e-78
8,dragon,8.640529970476896e-78
9,dragon,2.5449612292488607e-76
10,dragon,4.965460931533806e-75
1,lady,1.6681103880757343e-77
2,lady,1.470469885100483e-75
3,lady,4.245296091972763e-9
4,lady,7.385082644681754e-5
5,lady,6.817062458288355e-73
6,lady,1.747139051595164e-67
7,lady,1.1130489628649065e-78
8,lady,5.796081311617976e-78
9,lady,1.927811357832256e-77
10,lady,9.409995096293269e-76
1,meaty,7.354006824540931e-39
2,meaty,2.2575879069563174e-62
3,meaty,1.441989868946444e-20
4,meaty,1.554678967030375e-62
5,meaty,6.648276362661122e-26
6,meaty,3.732999075248096e-5
7,meaty,1.8986618914542004e-44
8,meaty,6.947317177792301e-5
9,meaty,7.882375923569979e-28
10,meaty,2.7430448102000595e-10
1,moment,6.828102563927674e-88
2,moment,1.773028390207093e-30
3,moment,3.507632999705158e-5
4,moment,1.6123620377420469e-71
5,moment,1.5896569876641097e-79
6,moment,2.606134577051826e-98
7,moment,1.3713358296163607e-80
8,moment,1.0140924934810812e-81
9,moment,1.1553760290007125e-89
10,moment,3.3200030892788454e-46
1,allo,1.6820112704483205e-113
2,allo,6.515615662611767e-109
3,allo,3.507632999705158e-5
4,allo,2.0343174721695804e-105
5,allo,2.1471270449405397e-81
6,allo,2.857179556887154e-118
7,allo,8.910678728852149e-103
8,allo,1.4646365688046353e-91
9,allo,1.8787608474923083e-29
10,allo,4.364612624650083e-70
1,asiaao,1.011874404096012e-112
2,asiaao,6.0892738226801704e-108
3,asiaao,3.507632999705158e-5
4,asiaao,8.076974676803199e-104
5,asiaao,9.448695895246674e-80
6,asiaao,2.6327957315189214e-116
7,asiaao,5.9255912431613134e-102
8,asiaao,2.4667327252663448e-90
9,asiaao,1.7847953029578098e-28
10,asiaao,1.6982821350958547e-69
1,ialapenos,1.12201782279333e-112
2,ialapenos,9.085144613891915e-109
3,ialapenos,3.507632999705158e-5
4,ialapenos,3.160299462950329e-104
5,ialapenos,3.2511541828675413e-80
6,ialapenos,1.6587346305247918e-116
7,ialapenos,4.437460692550346e-102
8,ialapenos,8.79192441995997e-90
9,ialapenos,3.1408403989585477e-28
10,ialapenos,4.820392702346035e-69
1,popcorn,2.2764433318197832e-100
