cheese,7360,31.608967391304347,12.889142391781574,748.0
tortilla,4782,30.799247176913426,9.00081658999482,292.0
beans,4031,34.32101215579261,14.83161577070507,748.0
salsa,3922,34.001529831718514,15.777495124875106,748.0
sauce,3809,31.018640063008664,8.13740450245902,47.0
lettuce,3782,30.469063987308303,7.76117805589232,48.0
chicken,3660,33.80464480874317,8.342316173990897,45.0
beef,3326,30.953998797354178,7.970471100802032,47.0
flour,3246,33.16543438077634,9.606497572205162,292.0
rice,3168,33.98705808080808,8.429099711069856,48.0
served,2798,35.33416726233023,8.475933955680983,45.0
shredded,2767,29.482471991326346,15.608794125303984,747.0
corn,2725,31.78165137614679,8.930163921699952,48.0
grilled,2319,34.039241052177665,8.420655124651681,45.0
cream,2295,34.45925925925926,8.636209046064858,48.0
cheddar,2255,30.915742793791573,21.15359798447814,745.0
onions,2234,33.11280214861235,11.544954364381889,374.0
steak,2160,29.711574074074075,7.324266981872337,45.0
eggs,2093,32.05016722408027,20.480855823865127,748.0
taco,2058,27.4178814382896,5.864563702447408,47.0
sour,2052,34.26656920077973,8.624208968090453,48.0
pico,2000,35.9795,10.571516363753808,289.0
de,1993,36.058705469142,10.697655118304006,292.0
soft,1896,30.59704641350211,8.010024835668698,46.0
cilantro,1879,35.6093666844066,9.190252602047051,48.0
gallo,1876,36.04424307036248,10.70763784283997,289.0
topped,1798,34.17519466073415,8.378557764134507,47.0
tortillas,1727,36.561667631731325,8.411669816757747,48.0
black,1702,35.112220916568745,19.6314599197362,748.0
guacamole,1689,35.10597986974541,8.581986452515439,45.0
choice,1624,33.220443349753694,8.006277623255755,48.0
filled,1591,32.26147077309868,8.310682227911716,45.0
avocado,1558,36.9602053915276,22.319532916361485,745.0
wrapped,1402,28.60342368045649,7.115118644378232,46.0
chipotle,1396,35.088825214899714,8.813275489592378,45.0
spicy,1374,29.82532751091703,7.856973401307693,45.0
fresh,1364,33.624633431085044,8.728219399094801,45.0
scrambled,1340,33.37014925373134,22.986283632372878,746.0
tomatoes,1279,33.52619233776388,8.015286283540263,47.0
red,1233,33.30981346309814,9.269050725130695,45.0
crunchy,1189,25.256518082422204,2.2184491930792016,45.0
cabbage,1132,36.65547703180212,23.498474018637896,745.0
tomato,1107,35.524841915085815,8.70410032282364,48.0
tacos,1093,35.208600182982615,8.61872690376301,45.0
pork,1061,34.95758718190386,8.647886175528223,45.0
jack,1045,33.895693779904306,15.933339063085391,369.0
warm,1042,26.99616122840691,5.744143293451995,45.0
peppers,979,32.871297242083756,9.032648317991002,46.0
marinated,951,31.035751840168246,8.153448378475034,45.0
seasoned,869,29.456846950517836,7.5385057437577565,47.0
sausage,860,30.632558139534883,14.708256706157183,374.0
onion,849,36.168433451118965,17.962320166786995,473.0
ground,831,30.746089049338146,7.729416878940235,45.0
american,829,25.28950542822678,2.1508673391585322,30.0
bacon,814,35.19410319410319,14.853666358825384,373.0
burrito,802,30.644638403990026,8.210383026669078,48.0
crispy,773,35.14230271668823,8.873342120650436,45.0
green,733,36.84993178717599,22.53217167166188,473.0
fluffy,717,25.361227336122734,2.755756321765409,46.0
melty,713,25.279102384291726,2.4504810997272988,31.0
crisp,712,27.078651685393258,5.405315338055935,35.0
chile,711,36.722925457102676,8.094026341417619,45.0
fresca,711,31.37834036568214,7.885556991913789,30.0
three,702,37.883190883190885,7.272210962692722,45.0
roasted,674,36.52818991097923,8.543739780557297,45.0
diced,660,29.419696969696968,7.475477759854471,43.0
fish,649,35.98613251155624,8.929497102698726,45.0
breakfast,629,26.764705882352942,5.484659624370887,40.0
slaw,626,38.02715654952077,9.506927018855936,30.0
chili,602,32.74750830564784,8.749958047197593,48.0
refried,588,36.15816326530612,7.694805745580961,45.0
shrimp,585,33.9059829059829,8.625566197400302,30.0
real,561,25.0,0.0,0.0
melted,556,33.05935251798561,7.786687804670164,43.0
meat,553,30.89511754068716,7.9570765170454205,45.0
stuffed,543,35.65745856353591,7.948669188528814,45.0
side,529,34.34593572778828,8.488148350946716,48.0
shell,527,29.146110056925995,7.106702979231138,30.0
chorizo,521,39.479846449136275,39.72254829505906,745.0
carnitas,513,33.372319688109165,8.263942638284096,45.0
egg,506,32.515810276679844,22.27222990155445,468.0
lime,502,34.830677290836654,9.351273843410496,45.0
potatoes,494,37.512145748987855,18.13938746310149,376.0
fresco,480,33.1875,10.080378944562094,30.0
sirloin,471,27.23991507430998,5.391460860058083,30.0
fried,469,36.68443496801706,8.869820190035476,30.0
queso,466,37.79399141630901,9.37810572797553,48.0
bell,442,30.1131221719457,7.610760953638617,30.0
crema,435,40.770114942528735,35.30698196948033,730.0
tomatillo,432,34.120370370370374,9.039195488699487,30.0
aioli,425,38.95294117647059,9.253895001403643,30.0
golden,422,26.244075829383885,4.629211234089258,30.0
new,416,25.865384615384617,3.449624229042066,30.0
